,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
223,2023-10-23 00:00:00-04:00,346.42488279289427,353.1562298231338,344.6424639620467,348.71514892578125,1128500,0.0,0.0
224,2023-10-24 00:00:00-04:00,348.76492474804184,352.40940983524564,343.63676704993975,346.4647216796875,1548500,0.0,0.0
225,2023-10-25 00:00:00-04:00,345.1503214320098,352.0708654889163,344.44334035075,347.6496887207031,1113300,0.0,0.0
226,2023-10-26 00:00:00-04:00,346.26557158366444,351.36385790547513,345.96685573988003,346.78338623046875,946100,0.0,0.0
227,2023-10-27 00:00:00-04:00,347.02235727966917,348.50602994381984,339.1657963549291,341.02789306640625,1160900,0.0,0.0
228,2023-10-30 00:00:00-04:00,343.3380284335382,345.3594199743778,339.0463053572327,343.6069030761719,1546500,0.0,0.0
229,2023-10-31 00:00:00-04:00,344.0251080153961,347.928500533319,341.48593220506683,347.82891845703125,1748100,0.0,0.0
230,2023-11-01 00:00:00-04:00,349.04375834260173,351.782098395621,345.5287266900716,349.9100646972656,1411700,0.0,0.0
231,2023-11-02 00:00:00-04:00,363.45239831932514,378.20956874424917,363.45239831932514,374.32611083984375,3046500,0.0,0.0
232,2023-11-03 00:00:00-04:00,379.79284701457203,383.8953735876007,378.4385975350972,381.2765197753906,1888400,0.0,0.0
233,2023-11-06 00:00:00-05:00,380.589447007405,383.67630929524046,379.7131732856261,383.01910400390625,1209300,0.0,0.0
234,2023-11-07 00:00:00-05:00,384.11441209006165,386.3548720439246,382.0432447035133,382.9394226074219,908800,0.0,0.0
235,2023-11-08 00:00:00-05:00,381.8540622820679,385.10021927371963,380.49981285701,384.74176025390625,781700,0.0,0.0
236,2023-11-09 00:00:00-05:00,387.9779684946458,388.8343074969121,383.74598855101135,386.0362243652344,1200200,0.0,0.0
237,2023-11-10 00:00:00-05:00,388.0974522156326,392.4290142063878,385.41885543830455,392.299560546875,1201200,0.0,0.0
238,2023-11-13 00:00:00-05:00,392.7476557466154,394.3408473678208,391.02498008066385,393.135986328125,1164900,0.0,0.0
239,2023-11-14 00:00:00-05:00,397.9455340269943,404.7067224292614,397.0393887962591,402.1974182128906,1674000,0.0,0.0
240,2023-11-15 00:00:00-05:00,402.1974171675861,405.6128666058154,399.8772793968082,400.3552551269531,1243600,0.0,0.0
241,2023-11-16 00:00:00-05:00,402.7151941112884,403.88024663755,401.5003657422032,402.2671203613281,1062300,0.0,0.0
242,2023-11-17 00:00:00-05:00,401.78918082599955,406.68833365073885,400.0864396464325,406.38958740234375,1647100,0.0,0.0
243,2023-11-20 00:00:00-05:00,405.85184302617796,411.45797662746725,405.8020671819914,409.7950744628906,1510400,0.0,0.0
244,2023-11-21 00:00:00-05:00,409.2872404707635,412.1251626100161,409.19762571539985,412.00567626953125,1059400,0.0,0.0
245,2023-11-22 00:00:00-05:00,413.52919317547264,416.0086259367945,412.12516788045167,413.3399963378906,977600,0.0,0.0
246,2023-11-24 00:00:00-05:00,414.25607855211274,414.25607855211274,411.00992150408496,413.3399963378906,404200,0.0,0.0
247,2023-11-27 00:00:00-05:00,411.5537144143412,413.15039841603914,409.5379195154038,411.39404296875,1326900,0.9,0.0
248,2023-11-28 00:00:00-05:00,410.14662824664924,416.87262403507805,409.1586935589947,412.1225280761719,1134400,0.0,0.0
249,2023-11-29 00:00:00-05:00,413.6692958125648,417.4713825415164,412.8909165716979,413.7790832519531,946800,0.0,0.0
250,2023-11-30 00:00:00-05:00,412.27220763524787,415.2559896413098,411.25430600861876,414.9665832519531,1666000,0.0,0.0
251,2023-12-01 00:00:00-05:00,416.13416105876036,424.0976027303079,415.1462263929618,421.123779296875,1974400,0.0,0.0
252,2023-12-04 00:00:00-05:00,418.6788542750801,424.716310617119,417.16202129386005,423.3092346191406,1513400,0.0,0.0
253,2023-12-05 00:00:00-05:00,425.21527981617754,425.26516381775025,418.83853297777284,422.2713928222656,1661200,0.0,0.0
254,2023-12-06 00:00:00-05:00,422.1217261813862,424.11757358649913,417.51132354824966,417.7907409667969,1475600,0.0,0.0
255,2023-12-07 00:00:00-05:00,418.62899058018934,419.0580904605688,415.7350179518843,416.5133972167969,1243000,0.0,0.0
256,2023-12-08 00:00:00-05:00,414.7770175124098,417.98034403308617,412.3121447776665,414.5175476074219,1651500,0.0,0.0
257,2023-12-11 00:00:00-05:00,415.2559853645816,423.24936356566474,415.1162918894362,422.8701477050781,1380200,0.0,0.0
258,2023-12-12 00:00:00-05:00,422.6106837260593,426.26308799948237,421.45308861856347,425.9237976074219,1095900,0.0,0.0
259,2023-12-13 00:00:00-05:00,428.0094518901706,435.0847269884871,426.4826299078007,434.35626220703125,1204900,0.0,0.0
260,2023-12-14 00:00:00-05:00,439.0864245295021,440.75297049518423,434.89513284094386,436.87103271484375,1320900,0.0,0.0
261,2023-12-15 00:00:00-05:00,431.69180410758133,436.44193060308015,431.66186761513967,434.87518310546875,2389400,0.0,0.0
262,2023-12-18 00:00:00-05:00,435.06478687800484,438.4177958162293,434.2464821534808,435.5038757324219,899800,0.0,0.0
263,2023-12-19 00:00:00-05:00,434.25647141644396,438.90679941089496,433.59783813439236,435.75335693359375,1181900,0.0,0.0
264,2023-12-20 00:00:00-05:00,435.79328966182663,436.551690960941,426.6822414564441,426.9416809082031,1553400,0.0,0.0
265,2023-12-21 00:00:00-05:00,428.1591386800558,432.18076985431895,428.1591386800558,431.7915954589844,817500,0.0,0.0
266,2023-12-22 00:00:00-05:00,434.22654018639844,435.95292867973546,431.72174197866525,433.9371337890625,698500,0.0,0.0
267,2023-12-26 00:00:00-05:00,433.6078193538064,437.71925996129806,433.6078193538064,435.3242492675781,535100,0.0,0.0
268,2023-12-27 00:00:00-05:00,434.3862137051807,439.37583217996763,433.09888361150564,439.08642578125,821100,0.0,0.0
269,2023-12-28 00:00:00-05:00,438.7471106807663,442.5491973081832,438.10842493392465,440.9225769042969,679000,0.0,0.0
270,2023-12-29 00:00:00-05:00,440.92258269160044,442.79868402980657,438.2282071040556,439.6053161621094,884300,0.0,0.0
271,2024-01-02 00:00:00-05:00,438.35791177335454,439.58536882917514,432.85937315815863,435.4839172363281,1080600,0.0,0.0
272,2024-01-03 00:00:00-05:00,432.51011567913906,433.697647321792,428.189088991714,428.96746826171875,936500,0.0,0.0
273,2024-01-04 00:00:00-05:00,429.75580822248145,432.74957913375505,428.12918782134875,428.7778625488281,1052100,0.0,0.0
274,2024-01-05 00:00:00-05:00,427.96953510274574,430.4843222688993,424.8859545837748,427.0414733886719,921200,0.0,0.0
275,2024-01-08 00:00:00-05:00,429.7558111312056,431.4922189803614,426.692178235589,431.2726745605469,1193100,0.0,0.0
276,2024-01-09 00:00:00-05:00,427.400723638215,431.9811894841873,427.400723638215,429.2768249511719,706200,0.0,0.0
277,2024-01-10 00:00:00-05:00,430.8535428411468,434.0469107543705,428.75789705148213,432.2306823730469,1002500,0.0,0.0
278,2024-01-11 00:00:00-05:00,433.2685351560426,434.7155062115345,429.3267244600956,433.2884826660156,1328800,0.0,0.0
279,2024-01-12 00:00:00-05:00,436.56167671840547,438.3878636663818,433.23860423942045,436.0926513671875,842800,0.0,0.0
280,2024-01-16 00:00:00-05:00,432.5400267721052,437.3101005731434,431.97120298590835,435.6435546875,1127800,0.0,0.0
281,2024-01-17 00:00:00-05:00,432.93919880301934,438.5774614146592,432.55998293796586,436.8211364746094,1041000,0.0,0.0
282,2024-01-18 00:00:00-05:00,438.56750989043815,440.24401436398176,434.72549763124044,438.687255859375,1204100,0.0,0.0
283,2024-01-19 00:00:00-05:00,440.3138728881731,442.5392231866837,438.1184286274489,441.0323791503906,1172500,0.0,0.0
284,2024-01-22 00:00:00-05:00,443.79660978864666,445.283506291657,441.92050844153357,443.5371398925781,1025000,0.0,0.0
285,2024-01-23 00:00:00-05:00,445.6427781936184,446.07187806036995,442.1001309118861,445.56292724609375,816600,0.0,0.0
286,2024-01-24 00:00:00-05:00,447.47894973037546,449.38498756566406,444.2756233254538,444.9741516113281,892400,0.0,0.0
287,2024-01-25 00:00:00-05:00,446.43111313261943,448.6365463443653,442.69888839614674,448.4070129394531,1071000,0.0,0.0
288,2024-01-26 00:00:00-05:00,447.99787830801864,448.506829139204,444.49518683789046,445.6727294921875,787600,0.0,0.0
289,2024-01-29 00:00:00-05:00,446.9999362503286,449.68435332327095,444.0361017716702,448.87603759765625,1073600,0.0,0.0
290,2024-01-30 00:00:00-05:00,449.25525886026185,454.3845706813243,447.56876542377717,453.6161804199219,1098700,0.0,0.0
291,2024-01-31 00:00:00-05:00,454.0652734104815,456.24073977191676,447.0298930385721,447.4190979003906,1820100,0.0,0.0
292,2024-02-01 00:00:00-05:00,447.41908234373903,456.51015233520445,446.800374542661,456.2706604003906,1078100,0.0,0.0
293,2024-02-02 00:00:00-05:00,454.0552784556848,455.7816974010224,447.2494315882827,453.10723876953125,1552900,0.0,0.0
294,2024-02-05 00:00:00-05:00,449.06566699533516,452.07938561920884,444.74467075499007,450.60247802734375,1247300,0.0,0.0
295,2024-02-06 00:00:00-05:00,450.851930455933,453.57624250614197,448.7862212093126,452.34881591796875,975700,0.0,0.0
296,2024-02-07 00:00:00-05:00,458.42618201761576,460.2024849383257,452.6881208948341,458.7654724121094,1584000,0.0,0.0
297,2024-02-08 00:00:00-05:00,430.90343078372035,436.4319364716884,418.9782611372199,435.7234191894531,3790200,0.0,0.0
298,2024-02-09 00:00:00-05:00,436.0227758063478,440.1242578696325,430.43439724063273,436.9808044433594,1863700,0.0,0.0
299,2024-02-12 00:00:00-05:00,438.2282153882054,438.2282153882054,428.288873700569,428.6381530761719,1817000,0.0,0.0
300,2024-02-13 00:00:00-05:00,420.96412793773845,425.3749640704719,419.2576869460897,421.6028137207031,1888800,0.0,0.0
301,2024-02-14 00:00:00-05:00,423.5687120868962,424.61651975419295,416.6031939368123,420.3354187011719,1621300,0.0,0.0
302,2024-02-15 00:00:00-05:00,422.610688383179,425.77411984028925,421.2036123435846,423.6086120605469,1378100,0.0,0.0
303,2024-02-16 00:00:00-05:00,421.123804229275,426.62237359856516,420.9840802923133,422.6905517578125,1813400,0.0,0.0
304,2024-02-20 00:00:00-05:00,422.28139962467543,425.32505475017604,419.81652684953946,425.12548828125,2424700,0.0,0.0
305,2024-02-21 00:00:00-05:00,424.6265171859547,428.59823396376754,420.50508749193733,423.4489440917969,979400,0.0,0.0
306,2024-02-22 00:00:00-05:00,428.219015694034,436.7113559559297,427.59034935719234,434.31634521484375,1328000,0.0,0.0
307,2024-02-23 00:00:00-05:00,435.5737239523266,439.4057470983091,435.2543810766082,437.3599853515625,871200,0.0,0.0
308,2024-02-26 00:00:00-05:00,436.67999267578125,439.29998779296875,433.3900146484375,433.4100036621094,1135400,0.91,0.0
309,2024-02-27 00:00:00-05:00,433.25,434.6000061035156,426.239990234375,427.8399963378906,1493600,0.0,0.0
310,2024-02-28 00:00:00-05:00,427.4700012207031,431.80999755859375,426.1700134277344,429.3900146484375,1222200,0.0,0.0
311,2024-02-29 00:00:00-05:00,432.510009765625,433.5899963378906,428.0199890136719,428.3800048828125,2070200,0.0,0.0
312,2024-03-01 00:00:00-05:00,428.0,432.2699890136719,426.989990234375,429.010009765625,1484400,0.0,0.0
313,2024-03-04 00:00:00-05:00,428.3800048828125,429.510009765625,423.95001220703125,425.44000244140625,2056800,0.0,0.0
314,2024-03-05 00:00:00-05:00,423.80999755859375,427.05999755859375,421.3900146484375,422.30999755859375,1456200,0.0,0.0
315,2024-03-06 00:00:00-05:00,424.3299865722656,426.8999938964844,422.3500061035156,426.1400146484375,1529800,0.0,0.0
316,2024-03-07 00:00:00-05:00,430.7300109863281,430.7300109863281,426.3999938964844,426.6700134277344,1189000,0.0,0.0
317,2024-03-08 00:00:00-05:00,427.739990234375,430.6000061035156,426.8699951171875,428.2300109863281,1138700,0.0,0.0
318,2024-03-11 00:00:00-04:00,427.0,428.69000244140625,423.2900085449219,426.67999267578125,987300,0.0,0.0
319,2024-03-12 00:00:00-04:00,429.32000732421875,430.7300109863281,426.1499938964844,428.6099853515625,1005600,0.0,0.0
320,2024-03-13 00:00:00-04:00,428.2900085449219,430.1700134277344,426.67999267578125,428.0299987792969,750100,0.0,0.0
321,2024-03-14 00:00:00-04:00,426.7200012207031,428.1000061035156,421.05999755859375,423.4700012207031,1296000,0.0,0.0
